Datetime,Open,High,Low,Close,Adj Close,Vol
2020-11-19T00:29:00.000Z,17676.37,17676.37,17654.09,17659.35,17659.35,41.1911
2020-11-19T00:30:00.000Z,17659.35,17659.35,17618.91,17619.22,17619.22,103.483396
2020-11-19T00:31:00.000Z,17618.66,17638.46,17605,17611.47,17611.47,96.120945
2020-11-19T00:32:00.000Z,17611.47,17621.49,17576.07,17589.02,17589.02,129.563443
2020-11-19T00:33:00.000Z,17590.77,17598.16,17573.31,17594.36,17594.36,44.344074
2020-11-19T00:34:00.000Z,17594.36,17639.01,17594.36,17611.19,17611.19,133.737358
2020-11-19T00:35:00.000Z,17611.19,17633,17611.19,17616,17616,34.197826
2020-11-19T00:36:00.000Z,17617.01,17638,17617.01,17635.23,17635.23,94.640786
2020-11-19T00:37:00.000Z,17633.51,17642.5,17622.6,17627.73,17627.73,56.040181
2020-11-19T00:38:00.000Z,17627.73,17647,17625,17639.76,17639.76,17.453411
2020-11-19T00:39:00.000Z,17639.77,17654,17629.27,17631.32,17631.32,33.745589
2020-11-19T00:40:00.000Z,17630.55,17664.95,17630.55,17661.19,17661.19,27.431169
2020-11-19T00:41:00.000Z,17661.19,17690.04,17660.07,17683.21,17683.21,50.772621
2020-11-19T00:42:00.000Z,17683.21,17690.63,17671.73,17685,17685,34.517598
2020-11-19T00:43:00.000Z,17685,17687.76,17676.45,17682.67,17682.67,28.720009
2020-11-19T00:44:00.000Z,17682.67,17692.4,17672.78,17687.49,17687.49,40.310219
2020-11-19T00:45:00.000Z,17687.8,17705.67,17685,17702.41,17702.41,32.459629
2020-11-19T00:46:00.000Z,17702.16,17718.78,17695,17717.84,17717.84,62.140857
2020-11-19T00:47:00.000Z,17717.84,17717.84,17693.57,17697.48,17697.48,52.121207
2020-11-19T00:48:00.000Z,17697.48,17711.14,17690.26,17702.17,17702.17,70.798522
2020-11-19T00:49:00.000Z,17702.17,17702.17,17680.11,17680.59,17680.59,40.49172
2020-11-19T00:50:00.000Z,17680.6,17703.12,17680.6,17701.3,17701.3,38.254097
2020-11-19T00:51:00.000Z,17701.3,17729.33,17701.3,17717.35,17717.35,42.100308
2020-11-19T00:52:00.000Z,17717.79,17780.08,17717.79,17767.72,17767.72,180.751898
2020-11-19T00:53:00.000Z,17767.72,17817.87,17767.09,17798.14,17798.14,206.843511
2020-11-19T00:54:00.000Z,17798.14,17801.54,17779,17790.51,17790.51,52.29053
2020-11-19T00:55:00.000Z,17790.5,17790.5,17772.21,17774.78,17774.78,78.759724
2020-11-19T00:56:00.000Z,17774.78,17791.32,17749.99,17769.91,17769.91,69.670481
2020-11-19T00:57:00.000Z,17769.9,17770,17751.47,17762.87,17762.87,43.793214
2020-11-19T00:58:00.000Z,17762.29,17782,17761.63,17761.63,17761.63,39.631679
2020-11-19T00:59:00.000Z,17761.63,17771.5,17758,17763.05,17763.05,24.627208
2020-11-19T01:00:00.000Z,17763.04,17766.25,17747.95,17748.23,17748.23,29.45598
2020-11-19T01:01:00.000Z,17747.96,17750.25,17730.48,17745.59,17745.59,50.714176
2020-11-19T01:02:00.000Z,17745.58,17745.93,17720.43,17730.08,17730.08,26.238447
2020-11-19T01:03:00.000Z,17730.08,17738,17702.9,17710.7,17710.7,46.071367
2020-11-19T01:04:00.000Z,17710.7,17732.95,17702.5,17716.51,17716.51,21.786325
2020-11-19T01:05:00.000Z,17715.46,17720.04,17713.32,17718.23,17718.23,42.367572
2020-11-19T01:06:00.000Z,17718.24,17735.2,17713.5,17726.55,17726.55,26.561904
2020-11-19T01:07:00.000Z,17726.56,17730.01,17702,17703.06,17703.06,21.567073
2020-11-19T01:08:00.000Z,17703.05,17703.05,17679.36,17703.04,17703.04,78.376623
2020-11-19T01:09:00.000Z,17703.04,17711.55,17702.05,17707.44,17707.44,15.472154
2020-11-19T01:10:00.000Z,17707.44,17720.01,17702.07,17713.52,17713.52,32.434147
2020-11-19T01:11:00.000Z,17713.52,17718.45,17706.1,17710.99,17710.99,14.516653
2020-11-19T01:12:00.000Z,17711,17711,17702.18,17709.95,17709.95,12.318923
2020-11-19T01:13:00.000Z,17709.96,17742,17709.96,17740.56,17740.56,70.88645
2020-11-19T01:14:00.000Z,17741.02,17750,17725.63,17748.1,17748.1,39.366033
2020-11-19T01:15:00.000Z,17748.1,17754.26,17726.57,17726.58,17726.58,70.627643
2020-11-19T01:16:00.000Z,17726.58,17734.49,17717.1,17720.46,17720.46,43.926337
2020-11-19T01:17:00.000Z,17720.45,17732.9,17718.01,17728.49,17728.49,38.877387
2020-11-19T01:18:00.000Z,17728.49,17732.27,17718.57,17724.93,17724.93,29.914888
2020-11-19T01:19:00.000Z,17724.94,17730.7,17718,17730.61,17730.61,28.583066
2020-11-19T01:20:00.000Z,17730.61,17752.28,17727.34,17744.45,17744.45,42.115559
2020-11-19T01:21:00.000Z,17743.39,17749.49,17738.5,17744.43,17744.43,28.646799
2020-11-19T01:22:00.000Z,17744.43,17744.44,17725.14,17731.08,17731.08,29.089565
2020-11-19T01:23:00.000Z,17731.07,17731.08,17714.26,17714.26,17714.26,20.958906
2020-11-19T01:24:00.000Z,17714.26,17714.27,17699.28,17699.28,17699.28,34.723243
2020-11-19T01:25:00.000Z,17699.28,17712.81,17696.74,17703.86,17703.86,18.882156
2020-11-19T01:26:00.000Z,17703.88,17709.28,17698.08,17700.01,17700.01,32.86858
2020-11-19T01:27:00.000Z,17700.01,17721.65,17700,17717.41,17717.41,40.299663
2020-11-19T01:28:00.000Z,17717.41,17727.5,17717.41,17723.72,17723.72,7.004889
2020-11-19T01:29:00.000Z,17723.72,17725.5,17721.5,17721.51,17721.51,4.134252
2020-11-19T01:30:00.000Z,17721.51,17743.31,17721.51,17740.93,17740.93,15.527116
2020-11-19T01:31:00.000Z,17740.92,17749.68,17732.34,17749.68,17749.68,34.502771
2020-11-19T01:32:00.000Z,17749.67,17753.32,17747.01,17750.33,17750.33,14.443563
2020-11-19T01:33:00.000Z,17750.33,17756.39,17749.45,17756.39,17756.39,17.746098
2020-11-19T01:34:00.000Z,17756.39,17767.06,17756,17764.64,17764.64,20.010933
2020-11-19T01:35:00.000Z,17764.64,17773,17763.07,17772.71,17772.71,14.403444
2020-11-19T01:36:00.000Z,17772.7,17772.71,17762.69,17765.5,17765.5,60.197887
2020-11-19T01:37:00.000Z,17765.51,17770.49,17764.63,17765.61,17765.61,20.239349
2020-11-19T01:38:00.000Z,17765.75,17769.5,17761.23,17766.82,17766.82,18.708943
2020-11-19T01:39:00.000Z,17766.82,17767.34,17751.39,17758.89,17758.89,29.297944
2020-11-19T01:40:00.000Z,17758.89,17759.84,17751.01,17754,17754,21.260822
2020-11-19T01:41:00.000Z,17754,17786.88,17753.81,17782.26,17782.26,53.343131
2020-11-19T01:42:00.000Z,17782.26,17799,17782.26,17791.68,17791.68,46.461681
2020-11-19T01:43:00.000Z,17791.68,17797.97,17788.04,17794.25,17794.25,34.685356
2020-11-19T01:44:00.000Z,17794.24,17802,17787.41,17799.52,17799.52,76.640854
2020-11-19T01:45:00.000Z,17799.52,17812.81,17787.18,17795.92,17795.92,87.935588
2020-11-19T01:46:00.000Z,17795.91,17796.91,17773.12,17775.38,17775.38,100.087526
2020-11-19T01:47:00.000Z,17774.57,17774.57,17762.96,17769.01,17769.01,30.666056
2020-11-19T01:48:00.000Z,17769,17800,17769,17799.99,17799.99,40.544249
2020-11-19T01:49:00.000Z,17800,17810.1,17791.82,17792.98,17792.98,63.278153
2020-11-19T01:50:00.000Z,17792.98,17796.05,17784.5,17796.05,17796.05,37.193383
2020-11-19T01:51:00.000Z,17796.05,17797.54,17783.49,17783.77,17783.77,36.764759
2020-11-19T01:52:00.000Z,17783.77,17790,17780.69,17786.64,17786.64,30.202375
2020-11-19T01:53:00.000Z,17786.37,17800,17786.28,17792.18,17792.18,41.301306
2020-11-19T01:54:00.000Z,17792.16,17800,17787.75,17799.47,17799.47,23.061773
2020-11-19T01:55:00.000Z,17798.76,17848.65,17798.76,17835.5,17835.5,97.754163
2020-11-19T01:56:00.000Z,17835.51,17850.63,17835.5,17840.6,17840.6,83.973081
2020-11-19T01:57:00.000Z,17840.6,17860.75,17840.6,17846.95,17846.95,80.993054
2020-11-19T01:58:00.000Z,17846.95,17862.8,17842.84,17856,17856,42.626342
2020-11-19T01:59:00.000Z,17856.78,17862.68,17845.4,17855.5,17855.5,47.069467
2020-11-19T02:00:00.000Z,17855.5,17939.55,17854.26,17907.59,17907.59,414.673918
2020-11-19T02:01:00.000Z,17907.59,17941.59,17891.3,17923.53,17923.53,173.58551
2020-11-19T02:02:00.000Z,17923.53,17944.69,17910.5,17926.59,17926.59,112.09207
2020-11-19T02:03:00.000Z,17926.59,17937.26,17915.5,17919.95,17919.95,72.432187
2020-11-19T02:04:00.000Z,17919.96,17926.86,17892.96,17924.51,17924.51,138.997232
2020-11-19T02:05:00.000Z,17924.5,17941.51,17922.5,17941.5,17941.5,60.861766
2020-11-19T02:06:00.000Z,17941.5,17957,17938.52,17948.08,17948.08,160.907835
2020-11-19T02:07:00.000Z,17948.09,17958,17940.9,17940.91,17940.91,88.158617
2020-11-19T02:08:00.000Z,17940.91,17955.99,17938,17948.85,17948.85,94.981913
2020-11-19T02:09:00.000Z,17948.84,17955,17931,17955,17955,67.028297
2020-11-19T02:10:00.000Z,17955.88,17963.7,17952.52,17957.06,17957.06,91.72838
2020-11-19T02:11:00.000Z,17957.05,17966,17949.14,17949.52,17949.52,138.870413
2020-11-19T02:12:00.000Z,17949.13,17949.99,17933.5,17939.26,17939.26,65.700731
2020-11-19T02:13:00.000Z,17939.25,17957.5,17939.25,17953.11,17953.11,68.997295
2020-11-19T02:14:00.000Z,17952.21,17954.78,17945.52,17945.53,17945.53,46.213611
2020-11-19T02:15:00.000Z,17945.53,17948.42,17935,17935.01,17935.01,44.540277
2020-11-19T02:16:00.000Z,17935,17975.03,17930.5,17975.02,17975.02,81.40321
2020-11-19T02:17:00.000Z,17975.02,17991.97,17972.74,17987.18,17987.18,84.931494
2020-11-19T02:18:00.000Z,17987.22,18025,17982.07,18024.87,18024.87,327.515699
2020-11-19T02:19:00.000Z,18024.88,18025,17995.56,17998.98,17998.98,115.019034
2020-11-19T02:20:00.000Z,17998.97,18003.49,17986.5,17992.95,17992.95,48.775339
2020-11-19T02:21:00.000Z,17992.95,18006.95,17975.45,18003.9,18003.9,75.603172
2020-11-19T02:22:00.000Z,18004.47,18025,17999,18024.79,18024.79,58.747988
2020-11-19T02:23:00.000Z,18024.79,18042.83,18005,18039.5,18039.5,108.879417
2020-11-19T02:24:00.000Z,18039.94,18045.92,18013.01,18016.96,18016.96,107.099567
2020-11-19T02:25:00.000Z,18016.95,18050,18016.84,18049.99,18049.99,65.311501
2020-11-19T02:26:00.000Z,18049.99,18058.58,18035.3,18035.97,18035.97,153.230173
2020-11-19T02:27:00.000Z,18035.98,18039.76,18006.39,18008.74,18008.74,159.996205
2020-11-19T02:28:00.000Z,18008.75,18036.86,18007.71,18025.01,18025.01,71.085088
2020-11-19T02:29:00.000Z,18025.01,18035.5,18016.93,18028.89,18028.89,69.878575
2020-11-19T02:30:00.000Z,18028.89,18030,17992.95,17994.59,17994.59,123.386876
2020-11-19T02:31:00.000Z,17994.6,18007.72,17983.55,17984.63,17984.63,68.6575
2020-11-19T02:32:00.000Z,17984.62,18005,17984.62,18003.3,18003.3,61.468938
2020-11-19T02:33:00.000Z,18003.3,18023.01,18001.91,18023,18023,48.942499
2020-11-19T02:34:00.000Z,18023.54,18033,18012.93,18016.52,18016.52,38.841602
2020-11-19T02:35:00.000Z,18016.51,18018.75,17978.66,17987.35,17987.35,65.879452
2020-11-19T02:36:00.000Z,17987.33,17995.31,17963.83,17966.37,17966.37,79.195502
2020-11-19T02:37:00.000Z,17966.38,17970,17945.81,17959.96,17959.96,93.411385
2020-11-19T02:38:00.000Z,17959.97,17975.7,17938.74,17970.36,17970.36,69.359181
2020-11-19T02:39:00.000Z,17970.36,17980.59,17955.96,17955.96,17955.96,37.762248
2020-11-19T02:40:00.000Z,17955.95,17960.51,17933.1,17936.67,17936.67,64.44033
2020-11-19T02:41:00.000Z,17936.68,17950.48,17929.81,17937.6,17937.6,40.210782
2020-11-19T02:42:00.000Z,17937.6,17937.61,17925,17929.87,17929.87,31.978724
2020-11-19T02:43:00.000Z,17929.87,17941.18,17914.03,17938.23,17938.23,64.52997
2020-11-19T02:44:00.000Z,17936.58,17956.48,17936.58,17951.64,17951.64,47.81239
2020-11-19T02:45:00.000Z,17951.64,17977.9,17945.01,17967.94,17967.94,49.744245
2020-11-19T02:46:00.000Z,17967.59,17994.85,17967,17993.22,17993.22,55.172263
2020-11-19T02:47:00.000Z,17993.21,17999.83,17973.41,17980.74,17980.74,49.062492
2020-11-19T02:48:00.000Z,17980.73,17980.73,17966.42,17975.06,17975.06,27.483062
2020-11-19T02:49:00.000Z,17975.06,17989.77,17954.04,17954.05,17954.05,38.054232
2020-11-19T02:50:00.000Z,17954.04,17966.56,17941.11,17941.71,17941.71,56.130319
2020-11-19T02:51:00.000Z,17941.71,17953.25,17937.34,17948,17948,35.867794
2020-11-19T02:52:00.000Z,17949.34,17949.35,17923.58,17925.37,17925.37,55.094358
2020-11-19T02:53:00.000Z,17925.37,17931.28,17897.35,17909.99,17909.99,98.007982
2020-11-19T02:54:00.000Z,17910,17924.73,17907.53,17923.25,17923.25,26.127957
2020-11-19T02:55:00.000Z,17923.25,17939.55,17910.89,17914.1,17914.1,53.757913
2020-11-19T02:56:00.000Z,17914.1,17924.57,17912.13,17924.57,17924.57,30.548643
2020-11-19T02:57:00.000Z,17924.57,17938,17920.87,17924.3,17924.3,34.134545
2020-11-19T02:58:00.000Z,17924.29,17931,17921.23,17928.02,17928.02,13.406127
2020-11-19T02:59:00.000Z,17928.03,17938,17920.98,17928.65,17928.65,35.330597
2020-11-19T03:00:00.000Z,17929.07,17947,17929.07,17945,17945,49.930863
2020-11-19T03:01:00.000Z,17945,17960.96,17941.02,17956.76,17956.76,47.500632
2020-11-19T03:02:00.000Z,17956.75,17964.64,17954.5,17961,17961,56.228421
2020-11-19T03:03:00.000Z,17961.01,17964.5,17957,17957.59,17957.59,28.414418
2020-11-19T03:04:00.000Z,17957.58,17984.79,17957.58,17979,17979,64.683532
2020-11-19T03:05:00.000Z,17979,17985,17967.5,17975.08,17975.08,43.970521
2020-11-19T03:06:00.000Z,17975.07,17999.84,17967.27,17986.79,17986.79,93.707037
2020-11-19T03:07:00.000Z,17986.79,17993.5,17981.79,17985.22,17985.22,50.007716
2020-11-19T03:08:00.000Z,17985.22,17985.23,17969.94,17980.53,17980.53,46.280668
2020-11-19T03:09:00.000Z,17980.52,17980.53,17964.35,17969.5,17969.5,46.137545
2020-11-19T03:10:00.000Z,17969.5,17992.56,17967.48,17989.4,17989.4,62.539027
2020-11-19T03:11:00.000Z,17989.4,17990.49,17979.25,17982.01,17982.01,57.905195
2020-11-19T03:12:00.000Z,17982.02,17982.87,17963.34,17964.26,17964.26,63.933777
2020-11-19T03:13:00.000Z,17964.25,17969.51,17950.68,17960.99,17960.99,54.9018
2020-11-19T03:14:00.000Z,17960.69,17962.5,17948.6,17953.06,17953.06,43.417183
2020-11-19T03:15:00.000Z,17953.07,17971.95,17951.29,17966.49,17966.49,38.332878
2020-11-19T03:16:00.000Z,17968.98,17985.59,17968.36,17972.66,17972.66,31.388986
2020-11-19T03:17:00.000Z,17972.66,17972.93,17958.45,17958.46,17958.46,45.34544
2020-11-19T03:18:00.000Z,17958.45,17958.45,17942.21,17944.17,17944.17,35.478372
2020-11-19T03:19:00.000Z,17944.75,17944.75,17915.9,17915.91,17915.91,59.811169
2020-11-19T03:20:00.000Z,17917.69,17929.42,17915.13,17923.51,17923.51,38.301072
2020-11-19T03:21:00.000Z,17923.52,17925.58,17901.51,17901.52,17901.52,40.844471
2020-11-19T03:22:00.000Z,17901.51,17920,17901.06,17907.29,17907.29,35.276518
2020-11-19T03:23:00.000Z,17907.3,17923.69,17897.22,17909.12,17909.12,65.65172
2020-11-19T03:24:00.000Z,17909.12,17921.1,17898,17910.51,17910.51,80.522626
2020-11-19T03:25:00.000Z,17910.51,17927.95,17902.66,17902.67,17902.67,44.294923
2020-11-19T03:26:00.000Z,17902.66,17924.57,17901.8,17914.47,17914.47,65.307119
2020-11-19T03:27:00.000Z,17916.16,17916.16,17895.2,17899.88,17899.88,50.805142
2020-11-19T03:28:00.000Z,17899.85,17913,17896.46,17913,17913,49.377494
2020-11-19T03:29:00.000Z,17912.99,17938.09,17912.99,17928.74,17928.74,55.209935
2020-11-19T03:30:00.000Z,17928.72,17928.73,17906.45,17912.52,17912.52,34.898007
2020-11-19T03:31:00.000Z,17912.52,17913.2,17901.29,17901.29,17901.29,50.030084
2020-11-19T03:32:00.000Z,17901.33,17915,17900.39,17908.55,17908.55,44.045795
2020-11-19T03:33:00.000Z,17908.55,17908.56,17883.01,17884.15,17884.15,109.215549
2020-11-19T03:34:00.000Z,17884.18,17891,17871.79,17872.21,17872.21,59.773815
2020-11-19T03:35:00.000Z,17872.21,17892.52,17872,17878.03,17878.03,43.126446
2020-11-19T03:36:00.000Z,17878.03,17887.4,17872.5,17874.76,17874.76,30.054108
2020-11-19T03:37:00.000Z,17874.76,17905.31,17872,17902.44,17902.44,39.367793
2020-11-19T03:38:00.000Z,17902.44,17902.44,17884.55,17897.73,17897.73,40.296838
2020-11-19T03:39:00.000Z,17897.73,17908.03,17893.91,17897.79,17897.79,33.166718
2020-11-19T03:40:00.000Z,17897.79,17905.89,17890.11,17899.54,17899.54,56.662466
2020-11-19T03:41:00.000Z,17899.54,17899.55,17888.46,17898.24,17898.24,24.045901
2020-11-19T03:42:00.000Z,17898.23,17912.7,17897.26,17901.06,17901.06,30.87922
2020-11-19T03:43:00.000Z,17901.06,17905.2,17900,17900,17900,38.889054
2020-11-19T03:44:00.000Z,17900,17902.97,17879.98,17879.99,17879.99,35.479052
2020-11-19T03:45:00.000Z,17879.99,17921.17,17879.98,17921.17,17921.17,53.939509
2020-11-19T03:46:00.000Z,17919.71,17923.07,17912,17913.4,17913.4,45.976682
2020-11-19T03:47:00.000Z,17913.4,17930,17913.4,17918,17918,46.77367
2020-11-19T03:48:00.000Z,17918.01,17923.18,17899.63,17902.05,17902.05,23.853191
2020-11-19T03:49:00.000Z,17902.05,17904.21,17889.97,17890.71,17890.71,49.943709
2020-11-19T03:50:00.000Z,17890.81,17901.08,17885.75,17897.32,17897.32,20.22564
2020-11-19T03:51:00.000Z,17897.31,17897.36,17881.05,17887.47,17887.47,44.691217
2020-11-19T03:52:00.000Z,17887.47,17888.36,17863.1,17875.46,17875.46,64.51065
2020-11-19T03:53:00.000Z,17875.46,17882.88,17858.13,17863.29,17863.29,56.609338
2020-11-19T03:54:00.000Z,17863.29,17871.99,17843.25,17855,17855,74.674754
2020-11-19T03:55:00.000Z,17856.26,17876.61,17842.11,17875.1,17875.1,66.217135
2020-11-19T03:56:00.000Z,17875.09,17887.06,17869.16,17887.06,17887.06,26.337191
2020-11-19T03:57:00.000Z,17886.29,17909.21,17883.51,17907.66,17907.66,51.853514
2020-11-19T03:58:00.000Z,17907.66,17915.47,17902,17913.2,17913.2,24.88495
2020-11-19T03:59:00.000Z,17913.2,17921.99,17911.41,17915.46,17915.46,38.230621
2020-11-19T04:00:00.000Z,17915.81,17921.97,17907.27,17911.02,17911.02,18.147208
2020-11-19T04:01:00.000Z,17911.19,17912.5,17900.17,17907.99,17907.99,21.147202
2020-11-19T04:02:00.000Z,17907.99,17907.99,17901.3,17904.62,17904.62,12.809205
2020-11-19T04:03:00.000Z,17904.63,17905.15,17890.58,17894.48,17894.48,30.211014
2020-11-19T04:04:00.000Z,17894.49,17894.49,17885.16,17888.95,17888.95,8.716334
2020-11-19T04:05:00.000Z,17889,17910,17889,17906.11,17906.11,24.241716
2020-11-19T04:06:00.000Z,17906.11,17908.17,17900.5,17900.79,17900.79,12.721812
2020-11-19T04:07:00.000Z,17900.78,17905.63,17887.41,17891.43,17891.43,20.81586
2020-11-19T04:08:00.000Z,17891.44,17892.73,17861.43,17862.36,17862.36,30.324341
2020-11-19T04:09:00.000Z,17862.37,17871.83,17815,17835.5,17835.5,141.062205
2020-11-19T04:10:00.000Z,17835.5,17837.91,17800.01,17832.54,17832.54,73.316426
2020-11-19T04:11:00.000Z,17832.53,17835,17814,17814,17814,35.715446
2020-11-19T04:12:00.000Z,17814.01,17826.7,17814,17823,17823,27.82994
2020-11-19T04:13:00.000Z,17823,17823,17794.25,17816.28,17816.28,77.310803
2020-11-19T04:14:00.000Z,17816.28,17847.15,17815.47,17836.97,17836.97,58.476633
2020-11-19T04:15:00.000Z,17836.97,17842.84,17826.35,17826.4,17826.4,26.408993
2020-11-19T04:16:00.000Z,17826.4,17833.46,17822.55,17829.01,17829.01,29.8915
2020-11-19T04:17:00.000Z,17829.01,17838.75,17810.71,17813.2,17813.2,35.539968
2020-11-19T04:18:00.000Z,17813.21,17816.5,17795.09,17798.48,17798.48,16.941928
2020-11-19T04:19:00.000Z,17798.47,17808.51,17793.68,17805.49,17805.49,58.845165
2020-11-19T04:20:00.000Z,17805.49,17820,17783.72,17787.49,17787.49,68.248471
2020-11-19T04:21:00.000Z,17787.49,17805.69,17783.72,17802.89,17802.89,36.557454
2020-11-19T04:22:00.000Z,17802.89,17809.68,17789.92,17795.42,17795.42,92.607638
2020-11-19T04:23:00.000Z,17795.41,17800.92,17785,17800.92,17800.92,47.57213
2020-11-19T04:24:00.000Z,17800.92,17817.68,17797.61,17797.61,17797.61,35.877924
2020-11-19T04:25:00.000Z,17797.6,17813.43,17797.59,17809.51,17809.51,25.945561
2020-11-19T04:26:00.000Z,17809.51,17819.39,17808.97,17814.31,17814.31,23.064386
2020-11-19T04:27:00.000Z,17814.32,17817.71,17810.01,17810.04,17810.04,30.719587
2020-11-19T04:28:00.000Z,17810.03,17810.04,17741.33,17758.61,17758.61,161.950549
2020-11-19T04:29:00.000Z,17758.62,17780.46,17745.21,17775,17775,46.049572
2020-11-19T04:30:00.000Z,17774.72,17779.53,17764.58,17770.17,17770.17,42.088725
2020-11-19T04:31:00.000Z,17770.17,17792.35,17770.17,17791.77,17791.77,24.899595
2020-11-19T04:32:00.000Z,17791.98,17815.81,17791.98,17804.51,17804.51,31.654262
2020-11-19T04:33:00.000Z,17804.59,17809.4,17789.91,17791.96,17791.96,38.15824
2020-11-19T04:34:00.000Z,17791.97,17808.53,17778.52,17785,17785,46.344867
2020-11-19T04:35:00.000Z,17784.99,17799,17779.73,17792.12,17792.12,40.793811
2020-11-19T04:36:00.000Z,17792.12,17792.12,17763.04,17763.97,17763.97,45.178357
2020-11-19T04:37:00.000Z,17763.96,17781,17763.03,17772.51,17772.51,49.294434
2020-11-19T04:38:00.000Z,17772.51,17805.36,17770.56,17805.35,17805.35,57.651608
2020-11-19T04:39:00.000Z,17805.51,17815.68,17803.03,17815.13,17815.13,32.488678
2020-11-19T04:40:00.000Z,17815.13,17815.67,17805.72,17815.35,17815.35,17.905755
2020-11-19T04:41:00.000Z,17815.35,17827.01,17800.32,17812.5,17812.5,39.416647
2020-11-19T04:42:00.000Z,17812.49,17814.99,17802.2,17805.58,17805.58,22.923029
2020-11-19T04:43:00.000Z,17806.12,17814,17792.49,17792.49,17792.49,27.458276
2020-11-19T04:44:00.000Z,17792.5,17801.5,17780.25,17780.26,17780.26,33.970485
2020-11-19T04:45:00.000Z,17780.48,17825,17780,17822.7,17822.7,39.81158
2020-11-19T04:46:00.000Z,17822.71,17862,17822.71,17843.76,17843.76,52.199511
2020-11-19T04:47:00.000Z,17843.75,17864.51,17836.5,17837.71,17837.71,38.012988
2020-11-19T04:48:00.000Z,17837.95,17854.97,17837.95,17841.72,17841.72,53.389718
2020-11-19T04:49:00.000Z,17841.72,17851.27,17830.78,17830.79,17830.79,47.206169
2020-11-19T04:50:00.000Z,17830.78,17851.5,17830.76,17848.38,17848.38,29.275346
2020-11-19T04:51:00.000Z,17848.37,17850.16,17831.5,17842.48,17842.48,30.137119
2020-11-19T04:52:00.000Z,17842.49,17842.49,17831.03,17841.38,17841.38,48.626042
2020-11-19T04:53:00.000Z,17841.39,17856.51,17835,17853.11,17853.11,38.891794
2020-11-19T04:54:00.000Z,17853.12,17856.43,17834.98,17834.98,17834.98,35.921571
2020-11-19T04:55:00.000Z,17834.99,17850.78,17834.96,17847.56,17847.56,91.36571
2020-11-19T04:56:00.000Z,17847.57,17856.5,17846.91,17847.53,17847.53,37.360349
2020-11-19T04:57:00.000Z,17847.53,17854.32,17847.53,17852.99,17852.99,20.949729
2020-11-19T04:58:00.000Z,17853,17853,17831.54,17837.84,17837.84,44.981101
2020-11-19T04:59:00.000Z,17837.83,17853.95,17837.83,17844.73,17844.73,37.394474
2020-11-19T05:00:00.000Z,17844.73,17851.37,17824.25,17826.11,17826.11,38.65644
2020-11-19T05:01:00.000Z,17826.1,17829.88,17803.5,17817.03,17817.03,66.503978
